Symbol,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
DVA,Healthcare,Medical Care Facilities,"70,000",22.6,0.004,0.3292682926829269,0.6129032258064516,Moderate Controversy Level,2.0,38th percentile,Medium
ON,Technology,Semiconductors,"30,000",22.4,0.47200000000000003,0.11585365853658539,0.22580645161290325,Low Controversy Level,1.0,38th percentile,Medium
HUM,Healthcare,Healthcare Plans,"67,600",22.5,0.0,0.16463414634146342,0.7327188940092166,Moderate Controversy Level,2.0,38th percentile,Medium
DFS,Financial Services,Credit Services,"21,100",22.5,0.004,0.45731707317073167,0.5115207373271891,Moderate Controversy Level,2.0,38th percentile,Medium
COF,Financial Services,Credit Services,"51,300",22.5,0.004,0.4329268292682926,0.5299539170506914,Significant Controversy Level,3.0,38th percentile,Medium
ACGL,Financial Services,Insurance - Diversified,"6,400",22.5,0.06,0.4817073170731707,0.42857142857142855,Moderate Controversy Level,2.0,38th percentile,Medium
VRTX,Healthcare,Biotechnology,"5,400",22.7,0.032,0.21951219512195122,0.6728110599078342,Moderate Controversy Level,2.0,39th percentile,Medium
MDT,Healthcare,Medical Devices,"95,000",22.8,0.07200000000000001,0.2804878048780488,0.5806451612903226,Significant Controversy Level,3.0,39th percentile,Medium
IVZ,Financial Services,Asset Management,"8,527",22.8,0.027999999999999997,0.4878048780487805,0.4700460829493088,Moderate Controversy Level,2.0,39th percentile,Medium
IFF,Basic Materials,Specialty Chemicals,"21,500",22.7,0.42,0.21951219512195122,0.22119815668202764,Significant Controversy Level,3.0,39th percentile,Medium
EXC,Utilities,Utilities - Regulated Electric,"19,962",22.9,0.29600000000000004,0.20731707317073175,0.3824884792626728,Significant Controversy Level,3.0,39th percentile,Medium
BMY,Healthcare,Drug Manufacturers - General,"34,100",22.7,0.052000000000000005,0.24999999999999997,0.6267281105990784,Moderate Controversy Level,2.0,39th percentile,Medium
IPG,Communication Services,Advertising Agencies,"56,800",10.3,0.0,0.14024390243902438,0.1935483870967742,Low Controversy Level,1.0,3rd percentile,Low
CI,Healthcare,Healthcare Plans,"70,325",11.6,0.0,0.16463414634146342,0.23963133640552997,Moderate Controversy Level,2.0,3rd percentile,Low
RHI,Industrials,Staffing & Employment Services,"15,000",10.9,0.004,0.02439024390243902,0.30414746543778803,Low Controversy Level,1.0,3rd percentile,Low
PLD,Real Estate,REIT - Industrial,"2,574",10.3,0.10800000000000001,0.12195121951219515,0.07834101382488479,Low Controversy Level,1.0,3rd percentile,Low
HPE,Technology,Communication Equipment,"62,000",10.7,0.036000000000000004,0.15853658536585366,0.152073732718894,Moderate Controversy Level,2.0,3rd percentile,Low
CCI,Real Estate,REIT - Specialty,"4,700",10.1,0.16399999999999998,0.07926829268292682,0.04147465437788019,None Controversy Level,,3rd percentile,Low
AVB,Real Estate,REIT - Residential,"2,978",9.8,0.12,0.10975609756097562,0.055299539170506916,Low Controversy Level,1.0,3rd percentile,Negligible
APTV,Consumer Cyclical,Auto Parts,"154,000",10.7,0.06,0.14024390243902438,0.14285714285714285,Low Controversy Level,1.0,3rd percentile,Low
ACN,Technology,Information Technology Services,"742,000",9.8,0.032,0.08536585365853663,0.17511520737327188,Moderate Controversy Level,2.0,3rd percentile,Negligible
GILD,Healthcare,Drug Manufacturers - General,"18,000",23.0,0.04,0.2804878048780488,0.6221198156682028,Moderate Controversy Level,2.0,40th percentile,Medium
ADI,Technology,Semiconductors,"26,000",22.9,0.37200000000000005,0.24390243902439027,0.271889400921659,Low Controversy Level,1.0,40th percentile,Medium
SCHW,Financial Services,Capital Markets,"32,600",23.3,0.096,0.5426829268292683,0.3732718894009217,Moderate Controversy Level,2.0,41st percentile,Medium
NEE,Utilities,Utilities - Regulated Electric,"16,800",23.3,0.376,0.15853658536585366,0.34562211981566826,Moderate Controversy Level,2.0,41st percentile,Medium
EFX,Industrials,Consulting Services,"15,000",23.2,0.004,0.23170731707317074,0.7142857142857144,Significant Controversy Level,3.0,41st percentile,Medium
COST,Consumer Defensive,Discount Stores,"316,000",23.3,0.26,0.15853658536585366,0.4792626728110599,Significant Controversy Level,3.0,41st percentile,Medium
CMCSA,Communication Services,Telecom Services,"186,000",23.1,0.16,0.31707317073170727,0.4654377880184332,Moderate Controversy Level,2.0,41st percentile,Medium
BSX,Healthcare,Medical Devices,"48,000",23.1,0.096,0.3597560975609756,0.5115207373271891,Moderate Controversy Level,2.0,41st percentile,Medium
WAB,Industrials,Railroads,"29,000",23.3,0.21600000000000003,0.1829268292682927,0.5161290322580646,Moderate Controversy Level,2.0,42nd percentile,Medium
UNP,Industrials,Railroads,"31,052",23.5,0.292,0.15853658536585366,0.45161290322580644,Moderate Controversy Level,2.0,42nd percentile,Medium
CFG,Financial Services,Banks - Regional,"17,354",23.5,0.08,0.5121951219512195,0.42857142857142855,Moderate Controversy Level,2.0,42nd percentile,Medium
CPB,Consumer Defensive,Packaged Foods,"14,500",23.5,0.436,0.09146341463414634,0.33640552995391704,Moderate Controversy Level,2.0,42nd percentile,Medium
BX,Financial Services,Asset Management,"4,735",23.4,0.1,0.5060975609756098,0.4055299539170507,Moderate Controversy Level,2.0,42nd percentile,Medium
SRE,Utilities,Utilities - Diversified,"16,835",23.6,0.436,0.11585365853658539,0.3225806451612903,Moderate Controversy Level,2.0,43rd percentile,Medium
CB,Financial Services,Insurance - Property & Casualty,"40,000",23.6,0.06,0.46341463414634143,0.49308755760368667,Moderate Controversy Level,2.0,43rd percentile,Medium
BAX,Healthcare,Medical Instruments & Supplies,"60,000",23.6,0.11199999999999999,0.24999999999999997,0.5898617511520738,Significant Controversy Level,3.0,43rd percentile,Medium
NTRS,Financial Services,Asset Management,"23,000",23.9,0.076,0.4390243902439024,0.5069124423963135,Moderate Controversy Level,2.0,44th percentile,Medium
NSC,Industrials,Railroads,"20,700",23.9,0.32,0.1463414634146342,0.4470046082949309,Significant Controversy Level,3.0,44th percentile,Medium
ED,Utilities,Utilities - Regulated Electric,"14,592",23.8,0.276,0.1890243902439024,0.4654377880184332,Significant Controversy Level,3.0,44th percentile,Medium
BDX,Healthcare,Medical Instruments & Supplies,"70,000",23.8,0.12,0.24999999999999997,0.5898617511520738,Significant Controversy Level,3.0,44th percentile,Medium
T,Communication Services,Telecom Services,"148,290",23.9,0.132,0.22560975609756098,0.6036866359447005,Significant Controversy Level,3.0,44th percentile,Medium
AME,Industrials,Specialty Industrial Machinery,"21,500",23.9,0.344,0.22560975609756098,0.3548387096774194,Low Controversy Level,1.0,44th percentile,Medium
STT,Financial Services,Asset Management,"45,871",24.1,0.064,0.39634146341463417,0.5576036866359448,Low Controversy Level,1.0,45th percentile,Medium
JNJ,Healthcare,Drug Manufacturers - General,"131,900",24.0,0.036000000000000004,0.30487804878048785,0.6543778801843319,High Controversy Level,4.0,45th percentile,Medium
DXCM,Healthcare,Medical Devices,"9,500",24.0,0.212,0.3109756097560976,0.45161290322580644,Low Controversy Level,1.0,45th percentile,Medium
AIZ,Financial Services,Insurance - Specialty,"13,600",24.1,0.064,0.5304878048780487,0.46082949308755766,Moderate Controversy Level,2.0,45th percentile,Medium
LLY,Healthcare,Drug Manufacturers - General,"43,000",24.3,0.1,0.3719512195121951,0.5437788018433181,Moderate Controversy Level,2.0,46th percentile,Medium
AIG,Financial Services,Insurance - Diversified,"25,000",24.2,0.064,0.603658536585366,0.41013824884792627,Moderate Controversy Level,2.0,46th percentile,Medium
GOOGL,Communication Services,Internet Content & Information,"180,895",24.2,0.064,0.5182926829268293,0.4792626728110599,High Controversy Level,4.0,46th percentile,Medium
TMUS,Communication Services,Telecom Services,"67,000",24.6,0.168,0.24999999999999997,0.5806451612903226,Significant Controversy Level,3.0,47th percentile,Medium
PFE,Healthcare,Drug Manufacturers - General,"88,000",24.6,0.084,0.4024390243902439,0.5576036866359448,Significant Controversy Level,3.0,47th percentile,Medium
MS,Financial Services,Capital Markets,"80,000",24.6,0.044000000000000004,0.45731707317073167,0.5576036866359448,Moderate Controversy Level,2.0,47th percentile,Medium
IP,Consumer Cyclical,Packaging & Containers,"39,000",24.5,0.604,0.10975609756097562,0.17050691244239632,Significant Controversy Level,3.0,47th percentile,Medium
CCL,Consumer Cyclical,Travel Services,"106,000",24.5,0.376,0.12195121951219515,0.42857142857142855,Significant Controversy Level,3.0,47th percentile,Medium
SBUX,Consumer Cyclical,Restaurants,"381,000",24.7,0.23199999999999998,0.07926829268292682,0.6359447004608295,Significant Controversy Level,3.0,48th percentile,Medium
MGM,Consumer Cyclical,Resorts & Casinos,"58,000",24.8,0.052000000000000005,0.45731707317073167,0.5622119815668204,Moderate Controversy Level,2.0,48th percentile,Medium
INCY,Healthcare,Biotechnology,"2,524",24.8,0.044000000000000004,0.2682926829268293,0.7142857142857144,Low Controversy Level,1.0,48th percentile,Medium
FAST,Industrials,Industrial Distribution,"20,935",24.7,0.37200000000000005,0.24999999999999997,0.34562211981566826,Moderate Controversy Level,2.0,48th percentile,Medium
STZ,Consumer Defensive,Beverages - Wineries & Distilleries,"10,600",24.7,0.376,0.13414634146341467,0.423963133640553,Moderate Controversy Level,2.0,48th percentile,Medium
CHTR,Communication Services,Telecom Services,"101,100",24.7,0.244,0.2987804878048781,0.456221198156682,Moderate Controversy Level,2.0,48th percentile,Medium
ABT,Healthcare,Medical Devices,"114,000",24.8,0.092,0.32317073170731714,0.6175115207373272,Significant Controversy Level,3.0,48th percentile,Medium
NDSN,Industrials,Specialty Industrial Machinery,"7,700",24.9,0.32799999999999996,0.12804878048780485,0.4976958525345622,Low Controversy Level,1.0,49th percentile,Medium
HOLX,Healthcare,Medical Instruments & Supplies,"6,990",25.0,0.184,0.3292682926829269,0.5207373271889402,Low Controversy Level,1.0,49th percentile,Medium
WDC,Technology,Computer Hardware,"53,000",11.4,0.06,0.1890243902439024,0.14285714285714285,Moderate Controversy Level,2.0,4th percentile,Low
SBAC,Real Estate,REIT - Specialty,"1,787",11.6,0.12400000000000001,0.13414634146341467,0.11059907834101382,None Controversy Level,,4th percentile,Low
NWSA,Communication Services,Entertainment,"25,000",11.5,0.0,0.22560975609756098,0.17972350230414746,Moderate Controversy Level,2.0,4th percentile,Low
LKQ,Consumer Cyclical,Auto Parts,"49,000",11.1,0.152,0.018292682926829257,0.14746543778801843,Moderate Controversy Level,2.0,4th percentile,Low
KIM,Real Estate,REIT - Retail,660,10.9,0.092,0.1829268292682927,0.08294930875576037,None Controversy Level,,4th percentile,Low
HPQ,Technology,Computer Hardware,"58,000",11.3,0.004,0.1890243902439024,0.19815668202764974,Moderate Controversy Level,2.0,4th percentile,Low
FRT,Real Estate,REIT - Retail,297,12.4,0.092,0.17073170731707318,0.16129032258064516,Low Controversy Level,1.0,4th percentile,Low
ELV,Healthcare,Healthcare Plans,"104,900",11.4,0.004,0.14024390243902438,0.23963133640552997,Moderate Controversy Level,2.0,4th percentile,Low
AZO,Consumer Cyclical,Specialty Retail,"71,400",11.0,0.004,0.04878048780487804,0.29032258064516125,Moderate Controversy Level,2.0,4th percentile,Low
AMT,Real Estate,REIT - Specialty,"5,643",10.9,0.11599999999999999,0.13414634146341467,0.09216589861751151,Low Controversy Level,1.0,4th percentile,Low
EMN,Basic Materials,Specialty Chemicals,"14,000",25.3,0.512,0.21951219512195122,0.2304147465437788,Moderate Controversy Level,2.0,50th percentile,Medium
WMT,Consumer Defensive,Discount Stores,"2,100,000",25.3,0.23600000000000002,0.24999999999999997,0.534562211981567,Significant Controversy Level,3.0,50th percentile,Medium
TSLA,Consumer Cyclical,Auto Manufacturers,"140,473",25.2,0.132,0.29268292682926833,0.6129032258064516,Significant Controversy Level,3.0,50th percentile,Medium
SWK,Industrials,Tools & Accessories,"50,000",25.3,0.2,0.29268292682926833,0.5391705069124425,Moderate Controversy Level,2.0,50th percentile,Medium
PPG,Basic Materials,Specialty Chemicals,"50,000",25.2,0.44,0.21341463414634146,0.31797235023041476,Moderate Controversy Level,2.0,50th percentile,Medium
OKE,Energy,Oil & Gas Midstream,"4,775",25.1,0.43200000000000005,0.018292682926829257,0.4700460829493088,Low Controversy Level,1.0,50th percentile,Medium
ITW,Industrials,Specialty Industrial Machinery,"45,000",25.3,0.28,0.21341463414634146,0.5069124423963135,Moderate Controversy Level,2.0,50th percentile,Medium
CMA,Financial Services,Banks - Regional,"7,619",25.2,0.1,0.5304878048780487,0.4700460829493088,Moderate Controversy Level,2.0,50th percentile,Medium
EL,Consumer Defensive,Household & Personal Products,"44,020",25.5,0.276,0.27439024390243905,0.47465437788018433,Moderate Controversy Level,2.0,51st percentile,Medium
LEN,Consumer Cyclical,Residential Construction,"12,284",25.4,0.452,0.15853658536585366,0.35944700460829493,Moderate Controversy Level,2.0,51st percentile,Medium
GS,Financial Services,Capital Markets,"44,400",25.5,0.036000000000000004,0.5365853658536586,0.5529953917050692,Moderate Controversy Level,2.0,51st percentile,Medium
FE,Utilities,Utilities - Regulated Electric,"12,042",25.6,0.43200000000000005,0.17073170731707318,0.37788018433179726,Significant Controversy Level,3.0,51st percentile,Medium
AOS,Industrials,Specialty Industrial Machinery,"12,000",25.4,0.28800000000000003,0.20731707317073175,0.5115207373271891,Low Controversy Level,1.0,51st percentile,Medium
WYNN,Consumer Cyclical,Resorts & Casinos,"27,800",25.7,0.136,0.46341463414634143,0.5069124423963135,Moderate Controversy Level,2.0,52nd percentile,Medium
HAL,Energy,Oil & Gas Equipment & Services,"49,000",25.6,0.392,0.2378048780487805,0.3732718894009217,Moderate Controversy Level,2.0,52nd percentile,Medium
CINF,Financial Services,Insurance - Property & Casualty,"5,426",25.6,0.07200000000000001,0.603658536585366,0.4700460829493088,Low Controversy Level,1.0,52nd percentile,Medium
ZBH,Healthcare,Medical Devices,"18,000",26.0,0.14400000000000002,0.2987804878048781,0.631336405529954,Moderate Controversy Level,2.0,53rd percentile,Medium
HSY,Consumer Defensive,Confectioners,"18,650",26.0,0.42,0.12804878048780485,0.4423963133640553,Significant Controversy Level,3.0,53rd percentile,Medium
PNC,Financial Services,Banks - Regional,"54,441",26.1,0.076,0.47560975609756106,0.5760368663594471,Significant Controversy Level,3.0,53rd percentile,Medium
NCLH,Consumer Cyclical,Travel Services,"41,000",25.9,0.36,0.1890243902439024,0.4654377880184332,Moderate Controversy Level,2.0,53rd percentile,Medium
NI,Utilities,Utilities - Regulated Gas,"7,364",26.0,0.48,0.11585365853658539,0.3870967741935484,Significant Controversy Level,3.0,53rd percentile,Medium
MCD,Consumer Cyclical,Restaurants,"100,000",26.0,0.304,0.17073170731707318,0.5437788018433181,Significant Controversy Level,3.0,53rd percentile,Medium
MKC,Consumer Defensive,Packaged Foods,"13,800",26.1,0.384,0.14024390243902438,0.47465437788018433,Moderate Controversy Level,2.0,53rd percentile,Medium
DOV,Industrials,Specialty Industrial Machinery,"25,000",25.9,0.32,0.1463414634146342,0.5391705069124425,Low Controversy Level,1.0,53rd percentile,Medium
CL,Consumer Defensive,Household & Personal Products,"34,000",26.2,0.332,0.21341463414634146,0.48387096774193555,Moderate Controversy Level,2.0,54th percentile,Medium
CE,Basic Materials,Chemicals,"12,400",26.1,0.588,0.15853658536585366,0.23502304147465441,Moderate Controversy Level,2.0,54th percentile,Medium
AEP,Utilities,Utilities - Regulated Electric,"16,800",26.1,0.508,0.1463414634146342,0.33640552995391704,Moderate Controversy Level,2.0,54th percentile,Medium
AAL,Industrials,Airlines,"132,800",26.4,0.396,0.10975609756097562,0.4976958525345622,Moderate Controversy Level,2.0,54th percentile,Medium
XEL,Utilities,Utilities - Regulated Electric,"11,311",26.5,0.508,0.09146341463414634,0.391705069124424,Moderate Controversy Level,2.0,55th percentile,Medium
RMD,Healthcare,Medical Instruments & Supplies,,26.4,0.14,0.451219512195122,0.534562211981567,Low Controversy Level,1.0,55th percentile,Medium
MTB,Financial Services,Banks - Regional,"21,927",26.5,0.10400000000000001,0.6463414634146342,0.43778801843317977,Low Controversy Level,1.0,55th percentile,Medium
D,Utilities,Utilities - Regulated Electric,"17,700",26.4,0.47600000000000003,0.15853658536585366,0.3686635944700461,Moderate Controversy Level,2.0,55th percentile,Medium
ALB,Basic Materials,Specialty Chemicals,"9,000",26.6,0.616,0.20121951219512194,0.18433179723502305,Moderate Controversy Level,2.0,55th percentile,Medium
ETR,Utilities,Utilities - Regulated Electric,"12,000",26.7,0.56,0.14024390243902438,0.2995391705069124,Moderate Controversy Level,2.0,56th percentile,Medium
AES,Utilities,Utilities - Diversified,"9,600",26.7,0.532,0.14024390243902438,0.3410138248847926,Moderate Controversy Level,2.0,56th percentile,Medium
RJF,Financial Services,Capital Markets,"18,000",27.0,0.092,0.6341463414634146,0.4792626728110599,Moderate Controversy Level,2.0,57th percentile,Medium
DUK,Utilities,Utilities - Regulated Electric,"27,037",27.0,0.46,0.10975609756097562,0.456221198156682,Moderate Controversy Level,2.0,57th percentile,Medium
PEG,Utilities,Utilities - Regulated Electric,"12,543",27.2,0.5,0.1524390243902439,0.391705069124424,Moderate Controversy Level,2.0,58th percentile,Medium
AEE,Utilities,Utilities - Regulated Electric,"9,372",27.2,0.516,0.14024390243902438,0.3824884792626728,Moderate Controversy Level,2.0,58th percentile,Medium
DRI,Consumer Cyclical,Restaurants,"187,384",27.5,0.316,0.0975609756097561,0.6543778801843319,Moderate Controversy Level,2.0,59th percentile,Medium
WEC,Utilities,Utilities - Regulated Electric,"7,000",27.5,0.536,0.12804878048780485,0.37788018433179726,Low Controversy Level,1.0,59th percentile,Medium
NOC,Industrials,Aerospace & Defense,"101,000",27.5,0.312,0.1463414634146342,0.6267281105990784,Moderate Controversy Level,2.0,59th percentile,Medium
EIX,Utilities,Utilities - Regulated Electric,"13,003",27.5,0.44,0.12804878048780485,0.4884792626728111,Significant Controversy Level,3.0,59th percentile,Medium
REG,Real Estate,REIT - Retail,492,11.7,0.14800000000000002,0.10975609756097562,0.11059907834101382,None Controversy Level,,5th percentile,Low
ORLY,Consumer Cyclical,Specialty Retail,"90,601",12.1,0.004,0.04878048780487804,0.33640552995391704,Low Controversy Level,1.0,5th percentile,Low
LOW,Consumer Cyclical,Home Improvement Retail,"300,000",11.8,0.132,0.012195121951219523,0.2073732718894009,Moderate Controversy Level,2.0,5th percentile,Low
EQR,Real Estate,REIT - Residential,"2,400",11.9,0.12,0.1890243902439024,0.0967741935483871,Low Controversy Level,1.0,5th percentile,Low
DHR,Healthcare,Diagnostics & Research,"61,000",11.9,0.055999999999999994,0.14024390243902438,0.20276497695852536,Moderate Controversy Level,2.0,5th percentile,Low
KMX,Consumer Cyclical,Auto & Truck Dealerships,"29,836",12.1,0.004,0.06097560975609756,0.3317972350230415,Moderate Controversy Level,2.0,5th percentile,Low
CDNS,Technology,Software - Application,"11,200",12.0,0.092,0.10975609756097562,0.18894009216589863,None Controversy Level,,5th percentile,Low
BALL,Consumer Cyclical,Packaging & Containers,"16,000",12.1,0.304,0.0426829268292683,0.0,Moderate Controversy Level,2.0,5th percentile,Low
APD,Basic Materials,Specialty Chemicals,"23,000",12.3,0.29600000000000004,0.018292682926829257,0.03225806451612904,Low Controversy Level,1.0,5th percentile,Low
PCAR,Industrials,Farm & Heavy Construction Machinery,"32,400",27.6,0.336,0.32317073170731714,0.4700460829493088,Significant Controversy Level,3.0,60th percentile,Medium
EXPE,Consumer Cyclical,Travel Services,"17,100",27.6,0.172,0.4329268292682926,0.5760368663594471,Moderate Controversy Level,2.0,60th percentile,Medium
SWKS,Technology,Semiconductors,"9,750",28.0,0.47200000000000003,0.25609756097560976,0.3732718894009217,Low Controversy Level,1.0,61st percentile,Medium
SYK,Healthcare,Medical Devices,"52,000",28.3,0.16,0.4878048780487805,0.5714285714285715,Moderate Controversy Level,2.0,62nd percentile,Medium
EMR,Industrials,Specialty Industrial Machinery,"67,000",28.4,0.35200000000000004,0.21951219512195122,0.566820276497696,Low Controversy Level,1.0,62nd percentile,Medium
BBWI,Consumer Cyclical,Specialty Retail,"8,981",28.3,0.488,0.17682926829268295,0.43778801843317977,Moderate Controversy Level,2.0,62nd percentile,Medium
BAC,Financial Services,Banks - Diversified,"212,000",28.3,0.068,0.5182926829268293,0.6589861751152074,Significant Controversy Level,3.0,62nd percentile,Medium
QRVO,Technology,Semiconductors,"8,700",28.5,0.49200000000000005,0.28658536585365857,0.3548387096774194,None Controversy Level,,63rd percentile,Medium
PG,Consumer Defensive,Household & Personal Products,"107,000",28.6,0.384,0.22560975609756098,0.5253456221198157,Significant Controversy Level,3.0,63rd percentile,Medium
PM,Consumer Defensive,Tobacco,"82,700",28.5,0.136,0.5182926829268293,0.5852534562211982,Significant Controversy Level,3.0,63rd percentile,Medium
KMB,Consumer Defensive,Household & Personal Products,"41,000",28.5,0.41600000000000004,0.2804878048780488,0.4423963133640553,Moderate Controversy Level,2.0,63rd percentile,Medium
K,Consumer Defensive,Packaged Foods,"23,000",28.4,0.424,0.08536585365853663,0.5806451612903226,Moderate Controversy Level,2.0,63rd percentile,Medium
GM,Consumer Cyclical,Auto Manufacturers,"163,000",28.5,0.392,0.25609756097560976,0.49308755760368667,High Controversy Level,4.0,63rd percentile,Medium
DD,Basic Materials,Specialty Chemicals,"24,000",28.6,0.588,0.17682926829268295,0.3317972350230415,Significant Controversy Level,3.0,63rd percentile,Medium
UAL,Industrials,Airlines,"104,500",28.6,0.43200000000000005,0.12195121951219515,0.5529953917050692,Moderate Controversy Level,2.0,64th percentile,Medium
HON,Industrials,Conglomerates,"95,000",28.6,0.44,0.24390243902439027,0.45161290322580644,Significant Controversy Level,3.0,64th percentile,Medium
HCA,Healthcare,Medical Care Facilities,"220,000",28.8,0.156,0.25609756097560976,0.7788018433179724,Significant Controversy Level,3.0,64th percentile,Medium
CNP,Utilities,Utilities - Regulated Electric,"8,827",28.7,0.516,0.12804878048780485,0.456221198156682,Moderate Controversy Level,2.0,64th percentile,Medium
DPZ,Consumer Cyclical,Restaurants,"6,500",29.2,0.424,0.20121951219512194,0.5253456221198157,Moderate Controversy Level,2.0,66th percentile,Medium
VMC,Basic Materials,Building Materials,"10,961",29.3,0.536,0.3719512195121951,0.2764976958525346,Moderate Controversy Level,2.0,66th percentile,Medium
SHW,Basic Materials,Specialty Chemicals,"64,088",29.4,0.5720000000000001,0.17073170731707318,0.3870967741935484,Moderate Controversy Level,2.0,66th percentile,Medium
MNST,Consumer Defensive,Beverages - Non-Alcoholic,"5,254",29.2,0.484,0.12804878048780485,0.5161290322580646,Moderate Controversy Level,2.0,66th percentile,Medium
JPM,Financial Services,Banks - Diversified,"311,921",29.3,0.044000000000000004,0.5304878048780487,0.7235023041474655,Significant Controversy Level,3.0,66th percentile,Medium
IEX,Industrials,Specialty Industrial Machinery,"8,800",29.3,0.41200000000000003,0.14024390243902438,0.5944700460829494,None Controversy Level,,66th percentile,Medium
C,Financial Services,Banks - Diversified,"237,000",29.2,0.07200000000000001,0.6524390243902439,0.599078341013825,High Controversy Level,4.0,66th percentile,Medium
CF,Basic Materials,Agricultural Inputs,"2,700",29.3,0.648,0.1463414634146342,0.31797235023041476,Low Controversy Level,1.0,66th percentile,Medium
TFX,Healthcare,Medical Instruments & Supplies,"14,500",29.6,0.192,0.3475609756097561,0.7050691244239633,Moderate Controversy Level,2.0,67th percentile,Medium
PH,Industrials,Specialty Industrial Machinery,"62,730",29.5,0.38,0.19512195121951223,0.599078341013825,Moderate Controversy Level,2.0,67th percentile,Medium
DTE,Utilities,Utilities - Regulated Electric,"9,608",29.8,0.6,0.10365853658536586,0.423963133640553,Moderate Controversy Level,2.0,68th percentile,Medium
MLM,Basic Materials,Building Materials,"9,400",30.1,0.668,0.3475609756097561,0.18433179723502305,Moderate Controversy Level,2.0,69th percentile,High
HRL,Consumer Defensive,Packaged Foods,"20,000",30.0,0.532,0.1829268292682927,0.456221198156682,Significant Controversy Level,3.0,69th percentile,Medium
ABBV,Healthcare,Drug Manufacturers - General,"50,000",29.9,0.096,0.451219512195122,0.7557603686635945,Significant Controversy Level,3.0,69th percentile,Medium
VTR,Real Estate,REIT - Healthcare Facilities,486,12.9,0.136,0.15853658536585366,0.14285714285714285,None Controversy Level,,6th percentile,Low
TRMB,Technology,Scientific & Technical Instruments,"12,700",12.4,0.152,0.13414634146341467,0.11981566820276499,None Controversy Level,,6th percentile,Low
TMO,Healthcare,Diagnostics & Research,"122,000",12.8,0.055999999999999994,0.21341463414634146,0.18894009216589863,Significant Controversy Level,3.0,6th percentile,Low
HD,Consumer Cyclical,Home Improvement Retail,"465,000",12.6,0.132,0.04878048780487804,0.22119815668202764,Moderate Controversy Level,2.0,6th percentile,Low
ESS,Real Estate,REIT - Residential,"1,747",12.4,0.14,0.1890243902439024,0.09216589861751151,Low Controversy Level,1.0,6th percentile,Low
DLR,Real Estate,REIT - Specialty,"3,664",12.6,0.11199999999999999,0.24390243902439027,0.09216589861751151,None Controversy Level,,6th percentile,Low
COR,Healthcare,Medical Distribution,"46,000",12.8,0.064,0.16463414634146342,0.21658986175115208,Significant Controversy Level,3.0,6th percentile,Low
BXP,Real Estate,REIT - Office,836,12.5,0.1,0.1463414634146342,0.17050691244239632,Low Controversy Level,1.0,6th percentile,Low
BWA,Consumer Cyclical,Auto Parts,"39,900",12.6,0.10800000000000001,0.16463414634146342,0.1566820276497696,Moderate Controversy Level,2.0,6th percentile,Low
AMAT,Technology,Semiconductor Equipment & Materials,"34,800",12.7,0.18,0.14024390243902438,0.10138248847926268,Low Controversy Level,1.0,6th percentile,Low
USB,Financial Services,Banks - Regional,"70,000",30.3,0.07200000000000001,0.6097560975609756,0.6774193548387097,Significant Controversy Level,3.0,70th percentile,High
PCG,Utilities,Utilities - Regulated Electric,"28,010",30.4,0.384,0.1463414634146342,0.6728110599078342,High Controversy Level,4.0,70th percentile,High
LMT,Industrials,Aerospace & Defense,"122,000",30.2,0.32,0.24999999999999997,0.6589861751152074,Significant Controversy Level,3.0,70th percentile,High
DAL,Industrials,Airlines,"103,000",30.3,0.396,0.17073170731707318,0.6359447004608295,Moderate Controversy Level,2.0,70th percentile,High
SJM,Consumer Defensive,Packaged Foods,"5,800",30.5,0.516,0.15853658536585366,0.5161290322580646,Moderate Controversy Level,2.0,71st percentile,High
LUV,Industrials,Airlines,"74,695",30.7,0.44,0.17682926829268295,0.5944700460829494,Moderate Controversy Level,2.0,71st percentile,High
SNA,Industrials,Tools & Accessories,"13,200",30.5,0.36,0.2804878048780488,0.6036866359447005,Moderate Controversy Level,2.0,71st percentile,High
MPC,Energy,Oil & Gas Refining & Marketing,"18,200",30.5,0.684,0.14024390243902438,0.33640552995391704,Significant Controversy Level,3.0,71st percentile,High
AMZN,Consumer Cyclical,Internet Retail,"1,525,000",30.6,0.24,0.3780487804878049,0.6728110599078342,Significant Controversy Level,3.0,71st percentile,High
PNW,Utilities,Utilities - Regulated Electric,"6,133",30.8,0.588,0.17073170731707318,0.4331797235023041,Low Controversy Level,1.0,72nd percentile,High
FMC,Basic Materials,Agricultural Inputs,"6,200",30.7,0.5760000000000001,0.27439024390243905,0.3732718894009217,Low Controversy Level,1.0,72nd percentile,High
CAG,Consumer Defensive,Packaged Foods,"18,600",30.8,0.428,0.10365853658536586,0.6728110599078342,Moderate Controversy Level,2.0,72nd percentile,High
PPL,Utilities,Utilities - Regulated Electric,"6,629",31.3,0.684,0.14024390243902438,0.3732718894009217,Moderate Controversy Level,2.0,74th percentile,High
FCX,Basic Materials,Copper,"27,200",31.6,0.612,0.20731707317073175,0.423963133640553,High Controversy Level,4.0,74th percentile,High
MO,Consumer Defensive,Tobacco,"6,400",31.3,0.244,0.2804878048780488,0.7741935483870969,Significant Controversy Level,3.0,74th percentile,High
